subject,predicate,object
BỆNH NỀN,HAS_SYMPTOM,RỐI LOẠN TIỀN ĐÌNH
TÊ BÌ,HAS_SYMPTOM,VIÊM GAN B
Ợ NÓNG,HAS_SYMPTOM,Ợ CHUA
MÃN TÍNH,HAS_SYMPTOM,SUY GIẢM MIỄN DỊCH
BỊ BỆNH,HAS_SYMPTOM,HỘI CHỨNG THẬN HƯ
RỐI LOẠN GIẤC NGỦ,HAS_SYMPTOM,THIỂU NĂNG TUẦN HOÀN NÃO
HOA MẮT,HAS_SYMPTOM,ĐAU NHỨC ĐẦU
RỐI LOẠN TRÍ NHỚ,HAS_SYMPTOM,RỐI LOẠN ĐỘ TẬP TRUNG
VIÊM,HAS_SYMPTOM,DỊ ỨNG
VIÊM MŨI DỊ ỨNG,HAS_SYMPTOM,NGỨA MŨI
RỐI LOẠN MỠ MÁU,HAS_SYMPTOM,COVID
THOÁT VỊ ĐĨA ĐỆM,HAS_SYMPTOM,VIÊM TỤY CẤP
KHÒ KHÈ,HAS_SYMPTOM,COVID
UNG THƯ GIÁP,HAS_SYMPTOM,VIÊM GAN B
NGỨA,HAS_SYMPTOM,NỔI MỀ ĐAY
BASEDOW,HAS_SYMPTOM,VIÊM PHỔI
BASEDOW,HAS_SYMPTOM,VIÊM LOÉT
VIÊM GAN B,HAS_SYMPTOM,ĐAU ĐẦU
TIỀN ĐÌNH,HAS_SYMPTOM,COVID
SỎI THẬN,HAS_SYMPTOM,BIẾN CHỨNG
CHÀM,HAS_SYMPTOM,CHÀM NGỨA
DỊ ỨNG,HAS_SYMPTOM,UỐN VÁN
DI CHỨNG,HAS_SYMPTOM,COVID
TRIỆU CHỨNG,HAS_SYMPTOM,NGỨA MẮT
THIẾU MÁU NÃO,HAS_SYMPTOM,CHOLESTEROL
TRIỆU CHỨNG,HAS_SYMPTOM,HUYẾT ÁP
BỆNH LÝ,HAS_SYMPTOM,TRIỆU CHỨNG
DỊ ỨNG,HAS_SYMPTOM,VI KHUẨN LAO
ĐAU BỤNG,HAS_SYMPTOM,Ợ HƠI
VIÊM GAN C,HAS_SYMPTOM,COVID
HEN,HAS_SYMPTOM,NỔI MẨN ĐỎ
RỐI LOẠN LIPID MÁU,HAS_SYMPTOM,MEN GAN
DỊ ỨNG,HAS_SYMPTOM,HEN
BỆNH NỀN,HAS_SYMPTOM,LUPUS
TIỂU ĐÊM,HAS_SYMPTOM,TRIỆU CHỨNG
CƯỜNG GIÁP,HAS_SYMPTOM,ĐỘNG KINH
ĐAU BỤNG,HAS_SYMPTOM,COVID
BUỒN ÓI,HAS_SYMPTOM,VIRURS
BỊ BỆNH,HAS_SYMPTOM,MÃN TÍNH
BASEDOW,HAS_SYMPTOM,STRESS
ĐỘT QUỴ,HAS_SYMPTOM,RỐI LOẠN TRÍ NHỚ
TIỂU ĐƯỜNG,HAS_SYMPTOM,TYPE 2
TYPE 2,HAS_SYMPTOM,HUYẾT ÁP
LAO,HAS_SYMPTOM,KHÁNG THUỐC
TRIỆU CHỨNG,HAS_SYMPTOM,NỔI BAN
BẨM SINH,HAS_SYMPTOM,HUYẾT ÁP
SỐT,HAS_SYMPTOM,VI KHUẨN
VIÊM GAN,HAS_SYMPTOM,THOÁI HÓA KHỚP
TRIỆU CHỨNG,HAS_SYMPTOM,HỘI CHỨNG KÍCH THÍCH
VIÊM KHỚP,HAS_SYMPTOM,RA MỒ HÔI LẠNH
VIÊM KHỚP,HAS_SYMPTOM,HUYẾT ÁP
TIỂU ĐƯỜNG,HAS_SYMPTOM,POLYPE
SUY GIÁP,HAS_SYMPTOM,IMOTO
SỐT,HAS_SYMPTOM,NỔI MẨN ĐỎ
ĐAU MẮT ĐỎ,HAS_SYMPTOM,BỆNH TRUYỀN NHIỄM
NHIỄM KHUẨN,HAS_SYMPTOM,COVID
VI KHUẨN,HAS_SYMPTOM,COVID
TRIỆU CHỨNG,HAS_SYMPTOM,LOẠN THẤT
TRIỆU CHỨNG,HAS_SYMPTOM,ĐÁI THÁO ĐƯỜNG
SUY GIÁP,HAS_SYMPTOM,COVID
VI TRÙNG,HAS_SYMPTOM,VI TRÙNG LAO
DỊ ỨNG MỀ ĐAY,HAS_SYMPTOM,MÃN TÍNH
MÃN TÍNH,HAS_SYMPTOM,VIÊM ĐA KHỚP DẠNG THẤP
PHÙ NỀ,HAS_SYMPTOM,COVID
BIẾN CHỨNG,HAS_SYMPTOM,LOẠN THẤT
TẮC NGHẼN,HAS_SYMPTOM,HEN
HỘI CHỨNG ĐUÔI NGỰA,HAS_SYMPTOM,BỆNH NỀN
MẮC BỆNH,HAS_SYMPTOM,PARKINSON
MÃN TÍNH,HAS_SYMPTOM,BỆNH VIÊM CỘT SỐNG DÍNH KHỚP
XUẤT HUYẾT,HAS_SYMPTOM,COVID
VIÊM DA CƠ ĐỊA,HAS_SYMPTOM,COVID
TRIỆU CHỨNG,HAS_SYMPTOM,COVID
ĐỘNG KINH TOÀN THÂN,HAS_SYMPTOM,COVID
TRIỆU CHỨNG,HAS_SYMPTOM,MỤN ĐỎ
VIÊM MŨI,HAS_SYMPTOM,DỊ ỨNG
BIẾN CHỨNG,HAS_SYMPTOM,CHẢY XỆ CƠ
BÉO PHÌ,HAS_SYMPTOM,MEN GAN
BỆNH LÝ,HAS_SYMPTOM,ĐAU
HẮT HƠI,HAS_SYMPTOM,TRIỆU CHỨNG
ĐAU,HAS_SYMPTOM,CHOLESTEROL
BASEDOW,HAS_SYMPTOM,RỐI LOẠN LO ÂU
ĐAU BỤNG,HAS_SYMPTOM,NHỊP TIM HƠI NHANH
MỤN NƯỚC,HAS_SYMPTOM,NGỨA
SỐT,HAS_SYMPTOM,BIẾN CHỨNG
SUYỄN,HAS_SYMPTOM,MẤT NGỦ
HEN PHẾ QUẢN,HAS_SYMPTOM,TĂNG HUYẾT ÁP
DÍNH KHỚP,HAS_SYMPTOM,CAO HUYẾT ÁP
NỔI SẦN,HAS_SYMPTOM,NHIỄM TRÙNG
TIỂU RẮT,HAS_SYMPTOM,ĐAU
KHÓ THỞ,HAS_SYMPTOM,TRIỆU CHỨNG
DỊ ỨNG,HAS_SYMPTOM,TRIỆU CHỨNG
SỐT,HAS_SYMPTOM,KHÓ THỞ
NGỨA NGÁY,HAS_SYMPTOM,SỐT
BỆNH LÝ,HAS_SYMPTOM,HUYẾT ÁP
TĂNG HUYẾT ÁP,HAS_SYMPTOM,MÃN TÍNH
VIRURS,HAS_SYMPTOM,VIÊM GAN B
ĐAU,HAS_SYMPTOM,TRIỆU CHỨNG
VIÊM DA CƠ ĐỊA,HAS_SYMPTOM,VIÊM MŨI
CÓ ĐỜM,HAS_SYMPTOM,NHỨC MẮT
BỆNH THẬN MẠN,HAS_SYMPTOM,"ĐAU, NHỨC"
TỔN THƯƠNG DA,HAS_SYMPTOM,BIẾN CHỨNG
TỔN THƯƠNG DA,HAS_SYMPTOM,NỔI SẦN
TỔN THƯƠNG DA,HAS_SYMPTOM,"KHÔ, NGỨA"
BUỒN NÔN,HAS_SYMPTOM,NÔN ÓI
DỊ ỨNG DA,HAS_SYMPTOM,BUỒN NÔN
VIÊM GAN B,HAS_SYMPTOM,VÀNG DA
SƯNG TẤY,HAS_SYMPTOM,SỐT
NỐT SẦN ĐỎ,HAS_SYMPTOM,SỐT
TĂNG MỠ MÁU,HAS_SYMPTOM,ĐỘT QUỴ
ALZHEIMER,HAS_SYMPTOM,COVID
ALZHEIMER,HAS_SYMPTOM,PARKINSON
VIÊM,HAS_SYMPTOM,HỘI CHỨNG TRÀO NGƯỢC DẠ DÀY
ĐỘT QUỴ,HAS_SYMPTOM,TIỂU ĐƯỜNG
SỐT,HAS_SYMPTOM,COVID
"KHÔ, NGỨA",HAS_SYMPTOM,BIẾN CHỨNG
DỊ ỨNG,HAS_SYMPTOM,BỊ BỆNH
VIÊM DA DỊ ỨNG,HAS_SYMPTOM,TỔN THƯƠNG DA
VI KHUẨN,HAS_SYMPTOM,VIÊM
BAN ĐỎ,HAS_SYMPTOM,PHÙ NỀ
BỆNH THẬN MẠN,HAS_SYMPTOM,RỐI LOẠN VỀ CẢM GIÁC
ĐỘT QUỴ,HAS_SYMPTOM,COVID
BỆNH NỀN,HAS_SYMPTOM,TRÀO NGƯỢC DẠ DÀY
RUN,HAS_SYMPTOM,COVID
DỊ ỨNG,HAS_SYMPTOM,DỊ ỨNG
VIÊM,HAS_SYMPTOM,TẮC NGHẼN PHỔI
BỆNH LÝ,HAS_SYMPTOM,TÊ BÌ
BỆNH TRUYỀN NHIỄM,HAS_SYMPTOM,VIRURS
MẮC BỆNH,HAS_SYMPTOM,VIRURS
BIẾN CHỨNG,HAS_SYMPTOM,ỒI MÁU XUẤT HUYẾT NÃO
GIÃN TĨNH MẠCH CHÂN,HAS_SYMPTOM,COVID
ĐAU BỤNG,HAS_SYMPTOM,HEN
BỆNH LÝ NỀN,HAS_SYMPTOM,COVID
TRẦM CẢM,HAS_SYMPTOM,RỐI LOẠN LO ÂU
TRIỆU CHỨNG,HAS_SYMPTOM,PHÙ
THOÁT VỊ ĐĨA ĐỆM,HAS_SYMPTOM,COVID
MỠ MÁU,HAS_SYMPTOM,MỠ ĐỘ 2
TIỂU ĐƯỜNG,HAS_SYMPTOM,MỠ ĐỘ 2
RỐI LOẠN THẦN KINH TIM,HAS_SYMPTOM,ĐAU NGỰC
DỊ ỨNG,HAS_SYMPTOM,VIÊM NGỨA
VIÊM LOÉT,HAS_SYMPTOM,COVID
SIÊU VI B,HAS_SYMPTOM,VIÊM LOÉT
THALASSEMIA,HAS_SYMPTOM,BẨM SINH
GIẢM HUYẾT ÁP,HAS_SYMPTOM,VIÊM
TIỂU MÁU,HAS_SYMPTOM,ĐAU BU
MẮC BỆNH,HAS_SYMPTOM,CHẢY NƯỚC MẮT
TRIỆU CHỨNG,HAS_SYMPTOM,MẮC BỆNH
BỆNH TRUYỀN NHIỄM,HAS_SYMPTOM,VIÊM KẾT MẠC
ĐỘNG KINH,HAS_SYMPTOM,MÃN TÍNH
TRIỆU CHỨNG,HAS_SYMPTOM,TÍM TÁI
MỀ ĐAY,HAS_SYMPTOM,ĐAU ĐẦU
MỀ ĐAY,HAS_SYMPTOM,ĐAU QUẶN BỤNG
Ợ CHUA,HAS_SYMPTOM,BỆNH LÝ
ĐAU TỨC NGỰC,HAS_SYMPTOM,ĐAU TỨC
ĐAU NGƯỜI,HAS_SYMPTOM,ĐỎ MẮT
ĐAU NGƯỜI,HAS_SYMPTOM,SỔ MŨI
ĐAU NGƯỜI,HAS_SYMPTOM,NGẠT MŨI
RỐI LOẠN TIỀN ĐÌNH,HAS_SYMPTOM,THOÁI HOÁ ĐỐT
RỐI LOẠN LO ÂU,HAS_SYMPTOM,COVID
VIRURS,HAS_SYMPTOM,ĐAU MẮT ĐỎ
SỐT,HAS_SYMPTOM,VIRURS
SUY GIÃN TĨNH MẠCH,HAS_SYMPTOM,COVID
BỆNH NỀN,HAS_SYMPTOM,THIẾU MÁU
VIÊM KHỚP,HAS_SYMPTOM,BỦN RỦN
ĐAU,HAS_SYMPTOM,NẶNG ĐẦU
SIÊU VI VIÊM GAN B,HAS_SYMPTOM,BỆNH NỀN
DỊ ỨNG,HAS_SYMPTOM,NỔI MỀ ĐAY
TĂNG HUYẾT ÁP,HAS_SYMPTOM,COVID
DỊ ỨNG,HAS_SYMPTOM,MỀ ĐAY
NỔI MÀY ĐAY,HAS_SYMPTOM,NGỨA
CẢM CÚM,HAS_SYMPTOM,TRIỆU CHỨNG
BỊ BỆNH,HAS_SYMPTOM,HẠ NHÃN ÁP
SƯNG PHÙ,HAS_SYMPTOM,COVID
CHÓNG MẶT,HAS_SYMPTOM,VIÊM
QUAI BỊ,HAS_SYMPTOM,BỆNH TRUYỀN NHIỄM
SỐT,HAS_SYMPTOM,NGỨA NGÁY
ĐAU RÁT HỌNG,HAS_SYMPTOM,HÍT THỞ NẶNG
TIỂU ĐƯỜNG,HAS_SYMPTOM,NỔI MỀ ĐAY
LAO MÀNG PHỔI,HAS_SYMPTOM,LAO
HUYẾT ÁP,HAS_SYMPTOM,UỐN VÁN
VIÊM DA CƠ ĐỊA,HAS_SYMPTOM,CAO HUYẾT ÁP
VIÊM,HAS_SYMPTOM,VIÊM GAN B
AMIDAN,HAS_SYMPTOM,NGỨA
TRIỆU CHỨNG,HAS_SYMPTOM,THỞ RÍT
THỞ RÍT,HAS_SYMPTOM,NỔI MÀY ĐAY
SUY NHƯỢC CƠ THỂ,HAS_SYMPTOM,COVID
DỊ ỨNG,HAS_SYMPTOM,GOUT
BIẾN CHỨNG,HAS_SYMPTOM,SỐT XUẤT HUYẾT
NỔI MỀ ĐAY,HAS_SYMPTOM,ĐAU TỨC NGỰC
VIÊM DA,HAS_SYMPTOM,NỔI MÀY ĐAY MẨN NGỨA
VẢY NẾN,HAS_SYMPTOM,BỆNH NỀN VẢY NẾN
THIẾU,HAS_SYMPTOM,THALASSEMIA
BAN,HAS_SYMPTOM,TÍM TÁI
BỆNH VẢY NẾN,HAS_SYMPTOM,VIÊM KHỚP VẢY NẾN
ĐA NANG,HAS_SYMPTOM,VIÊM LỘ TUYẾN
VIÊM,HAS_SYMPTOM,GIẢM THỊ LỰC
VIÊM,HAS_SYMPTOM,VIÊM HANG VỊ
VIÊM LOÉT,HAS_SYMPTOM,Ợ CHUA
SUYỄN,HAS_SYMPTOM,MÃN TÍNH
NHẸ ĐẦU,HAS_SYMPTOM,NGỦ CHẬP CHỜN
DỊ ỨNG,HAS_SYMPTOM,DI ỨNG
VIÊM,HAS_SYMPTOM,NỔI MỀ ĐAY
NGỨA HỌNG,HAS_SYMPTOM,COVID
TRIỆU CHỨNG,HAS_SYMPTOM,ĐAU ĐẦU
VIÊM DA CƠ ĐỊA,HAS_SYMPTOM,NỔI MẨN NGỨA
CƯỜNG GIÁP,HAS_SYMPTOM,BÌNH GIÁP
NGỨA MẮT,HAS_SYMPTOM,CHẢY NƯỚC MẮT
CÒI XƯƠNG,HAS_SYMPTOM,SUY DINH DƯỠNG
TRÀO NGƯỢC DẠ DÀY,HAS_SYMPTOM,UNG THƯ
GOUT,HAS_SYMPTOM,TÁI PHÁT
UNG THƯ VÚ,HAS_SYMPTOM,MẠNH ĐẬP KHÔNG ỔN ĐỊNH
ĐAU,HAS_SYMPTOM,HẮT HƠI
MÃN TÍNH,HAS_SYMPTOM,NHỨC ĐẦU
ĐỘNG KINH,HAS_SYMPTOM,VIÊM
THALASSEMIA,HAS_SYMPTOM,BỆNH TAN
VIÊM,HAS_SYMPTOM,TÁI PHÁT
VIÊM,HAS_SYMPTOM,ĐAU
BỊ BỆNH,HAS_SYMPTOM,ĐAU
UNG THƯ DẠ DÀY,HAS_SYMPTOM,COVID
CẢM LẠNH,HAS_SYMPTOM,TRIỆU CHỨNG
NGỨA MẨN ĐỎ,HAS_SYMPTOM,VIÊM
GIÃN PHẾ QUẢN,HAS_SYMPTOM,COVID
THOÁI HÓA ĐA KHỚP,HAS_SYMPTOM,NHIỄM MỠ
BỆNH VIÊM CỘT SỐNG DÍNH KHỚP,HAS_SYMPTOM,BỆNH
VIRUS GAN B,HAS_SYMPTOM,CƯỜNG GIÁP
SỔ MŨI NƯỚC,HAS_SYMPTOM,CHẢY NƯỚC MẮT
TRIỆU CHỨNG,HAS_SYMPTOM,BIẾN CHỨNG
NỔI MẨN NGỨA,HAS_SYMPTOM,COVID
DỊ ỨNG,HAS_SYMPTOM,NỔI MẨN NGỨA
RỐI LOẠN LO ÂU,HAS_SYMPTOM,LO ÂU
SỎI THẬN,HAS_SYMPTOM,GAN NHIỄM MỠ
TỨC NGỰC,HAS_SYMPTOM,AMIDAN
MẨN NGỨA,HAS_SYMPTOM,DỊ ỨNG
TRÀN DỊCH MÀNG PHỔI,HAS_SYMPTOM,ĐAU
CƯỜNG GIÁP,HAS_SYMPTOM,MẮC BỆNH
NGHẸT MŨI,HAS_SYMPTOM,COVID
VIÊM DA TIẾP XÚC,HAS_SYMPTOM,DỊ ỨNG
BIẾN CHỨNG,HAS_SYMPTOM,VIÊM DA TIẾP XÚC
BỆNH NỀN,HAS_SYMPTOM,MỀ ĐAY
BỤNG KINH,HAS_SYMPTOM,SƯNG HÚP MẮT
NGỨA NGÁY,HAS_SYMPTOM,VIRURS
CĂNG CƠ,HAS_SYMPTOM,ĐAU
ALZHEIMER,HAS_SYMPTOM,DỊ ỨNG
DỊ ỨNG,HAS_SYMPTOM,NỔI MẨN NGỨA DA
NG RÁT,HAS_SYMPTOM,BỆNH LÝ
VIÊM BÀNG QUANG KẼ,HAS_SYMPTOM,COVID
TRẦM CẢM,HAS_SYMPTOM,COVID
MÃN TÍNH,HAS_SYMPTOM,VIRURS
LO ÂU,HAS_SYMPTOM,KHÓ THỞ
TRIỆU CHỨNG,HAS_SYMPTOM,PHÙ MẶT
BỆNH NỀN,HAS_SYMPTOM,VIÊM
VIRURS,HAS_SYMPTOM,TÁI PHÁT
BỆNH LAO,HAS_SYMPTOM,COVID
TAI BIẾN MẠCH MÁU NÃO,HAS_SYMPTOM,RỐI LOẠN TRÍ NHỚ
BÙNG PHÁT,HAS_SYMPTOM,DỊ ỨNG
UNG THƯ VÚ,HAS_SYMPTOM,COVID
ĐAU,HAS_SYMPTOM,TRÀO NGƯỢC
MÃN TÍNH,HAS_SYMPTOM,UNG THƯ
TRIỆU CHỨNG HO,HAS_SYMPTOM,ĐAU RÁT
CHẤN THƯƠNG,HAS_SYMPTOM,LIỆT NỬA NGƯỜI
VIRURS,HAS_SYMPTOM,TRIỆU CHỨNG
THIẾU MÁU,HAS_SYMPTOM,TRÀO NGƯỢC DẠ DÀY
HEN,HAS_SYMPTOM,TÁI PHÁT
TRIỆU CHỨNG,HAS_SYMPTOM,MỤN NƯỚC
NHỊP XOANG NHANH,HAS_SYMPTOM,LYMPHOMA
SUYỄN,HAS_SYMPTOM,LYMPHOMA
"ĐAU, NHỨC",HAS_SYMPTOM,VIÊM DA DỊ ỨNG
DỊ ỨNG,HAS_SYMPTOM,ĐAU MẮT ĐỎ
SƯNG,HAS_SYMPTOM,COVID
YẾU,HAS_SYMPTOM,TAI BIẾN
HIV,HAS_SYMPTOM,COVID
RỐI LOẠN TIỀN ĐÌNH,HAS_SYMPTOM,VIÊM GAN B
GOUT,HAS_SYMPTOM,XUẤT HUYẾT
MẮC BỆNH,HAS_SYMPTOM,GOUT
TIÊU CHẢY,HAS_SYMPTOM,GOUT
ĐẦY HƠI,HAS_SYMPTOM,GOUT
ĐAU BỤNG,HAS_SYMPTOM,GOUT
TỨC NGỰC,HAS_SYMPTOM,COVID
SỎI MẬT,HAS_SYMPTOM,THOÁI HÓA KHỚP
HEN,HAS_SYMPTOM,ĐAU ĐẦU
HUYẾT ÁP,HAS_SYMPTOM,HỘI CHỨNG
SUNG HUYẾT,HAS_SYMPTOM,VIÊM MŨI
ĐAU BỤNG,HAS_SYMPTOM,SIÊU VI B
TỔN THƯƠNG,HAS_SYMPTOM,COVID
TĂNG ÁP PHỔI,HAS_SYMPTOM,UNG THƯ PHỔI
MẤT NGỦ,HAS_SYMPTOM,COVID
DỊ ỨNG,HAS_SYMPTOM,MÃN TÍNH
MẮC BỆNH,HAS_SYMPTOM,MÃN TÍNH
NGHẸT MŨI,HAS_SYMPTOM,CÓ MÙI HÔI
ĐỎ MẮT,HAS_SYMPTOM,COVID
VI-RÚT,HAS_SYMPTOM,CORONA
CẢM LẠNH,HAS_SYMPTOM,CHẢY NƯỚC
MẤT SỨC,HAS_SYMPTOM,KHÓ THỞ
DỊ ỨNG,HAS_SYMPTOM,VIÊM GAN B
TÊ MỎI,HAS_SYMPTOM,TRIỆU CHỨNG
DỊ ỨNG,HAS_SYMPTOM,NG NGỨA MẮT
MẨN NGỨA,HAS_SYMPTOM,VIÊM DA CƠ ĐỊA
DỊ ỨNG,HAS_SYMPTOM,MẨN NGỨA
YẾU,HAS_SYMPTOM,DI CHỨNG
TÁO BÓN,HAS_SYMPTOM,GOUT
CỤC MÁU ĐEN,HAS_SYMPTOM,SỐT
KHÓ THỞ,HAS_SYMPTOM,TÍM TÁI
GIÃN PHẾ QUẢN,HAS_SYMPTOM,TĂNG ÁP PHỔI
VIÊM TAI,HAS_SYMPTOM,COVID
TÁI PHÁT,HAS_SYMPTOM,COVID
BỆNH NỀN,HAS_SYMPTOM,BIẾN CHỨNG
SUY GIÁP,HAS_SYMPTOM,BỆNH LÝ NỀN
VIÊM MŨI,HAS_SYMPTOM,NGỨA MẮT
MỠ MÁU,HAS_SYMPTOM,BIẾN CHỨNG
CAO HUYẾT ÁP,HAS_SYMPTOM,MỠ MÁU
HỘI CHỨNG THẬN HƯ,HAS_SYMPTOM,GOUT
BỊ BỆNH NỀN,HAS_SYMPTOM,HEN
TRIỆU CHỨNG,HAS_SYMPTOM,LIỆT MẶT
LAO PHỔI,HAS_SYMPTOM,THÂM NHIỄM
TĂNG ÁP PHỔI,HAS_SYMPTOM,ÁC TÍNH
DỊ ỨNG,HAS_SYMPTOM,NHỊP TIM HƠI NHANH
ĐAU ĐẦU,HAS_SYMPTOM,TRIỆU CHỨNG
HEN PHẾ QUẢN,HAS_SYMPTOM,HEN
CAO HUYẾT ÁP,HAS_SYMPTOM,MEN GAN
VIÊM,HAS_SYMPTOM,SỐT
BỊ BỆNH,HAS_SYMPTOM,CO THẮT
TRIỆU CHỨNG,HAS_SYMPTOM,LIỆT NỬA NGƯỜI
VIÊM,HAS_SYMPTOM,NGỨA
NGHẸT THỞ,HAS_SYMPTOM,COVID
CỨNG HỌNG,HAS_SYMPTOM,COVID
VIÊM,HAS_SYMPTOM,NGỨA MẮT
MỆT MỎI,HAS_SYMPTOM,ĐI NGOÀI THẤT THƯỜNG
BỆNH LÝ,HAS_SYMPTOM,MÃN TÍNH
THỪA CÂN,HAS_SYMPTOM,HUYẾT ÁP
MỀ ĐAY,HAS_SYMPTOM,NGỨA
KHÓ NÓI,HAS_SYMPTOM,VIRURS
SUY GIÁP,HAS_SYMPTOM,MÁU NHIỄM MỠ
RỐI LOẠN ĐÔNG MÁU,HAS_SYMPTOM,COVID
SUY TIM,HAS_SYMPTOM,COVID
MẮC BỆNH,HAS_SYMPTOM,CAO HUYẾT ÁP
NGỨA MẮT,HAS_SYMPTOM,COVID
MỆT MỎI,HAS_SYMPTOM,VI KHUẨN LAO
TIỂU ĐƯỜNG,HAS_SYMPTOM,RỐI LOẠN ĐÔNG MÁU
MÃN TÍNH,HAS_SYMPTOM,MẮC BỆNH
BỆNH LÝ NỀN,HAS_SYMPTOM,ĐỘNG KINH
CAO HUYẾT ÁP,HAS_SYMPTOM,MỀ ĐAY
VIRURS,HAS_SYMPTOM,VI KHUẨN
TỔN THƯƠNG,HAS_SYMPTOM,ĐÁI THÁO ĐƯỜNG
VIÊM,HAS_SYMPTOM,VÀNG DA
HUYẾT ÁP,HAS_SYMPTOM,MÃN TÍNH
BIẾN CHỨNG,HAS_SYMPTOM,SAU SÚT TRÍ TUỆ
TAI BIẾN MẠCH NÃO,HAS_SYMPTOM,PARKINSON
HUYẾT ÁP,HAS_SYMPTOM,VIÊM GAN
TRIỆU CHỨNG,HAS_SYMPTOM,NGỨA KHẮP NGƯỜI
VIÊM GAN B,HAS_SYMPTOM,LAO PHỔI
UỐN VÁN,HAS_SYMPTOM,UỐN
HO GÀ,HAS_SYMPTOM,UỐN
HO GÀ,HAS_SYMPTOM,HIB
BẠCH HẦU,HAS_SYMPTOM,HIB
VIÊM DA CƠ ĐỊA,HAS_SYMPTOM,CHÀM
NGỨA NGÁY,HAS_SYMPTOM,MỀ ĐAY
AMIDAN,HAS_SYMPTOM,COVID
NGỨA NGÁY,HAS_SYMPTOM,DA TẤY ĐỎ
SƯNG TẤY,HAS_SYMPTOM,MỀ ĐAY
NGHẸT MŨI,HAS_SYMPTOM,VIÊM MŨI
NỔI MỀ ĐAY,HAS_SYMPTOM,VIÊM MŨI
VIÊM TÚI MẬT,HAS_SYMPTOM,VIÊM GAN B
TRIỆU CHỨNG,HAS_SYMPTOM,ĐAU RÁT
ĐAU MỎI,HAS_SYMPTOM,VIÊM
ĐAU ĐẦU,HAS_SYMPTOM,VIÊM
KHÀN TIẾNG,HAS_SYMPTOM,VIÊM
VI KHUẨN,HAS_SYMPTOM,SƯNG HẠCH
NỐT SẦN ĐỎ,HAS_SYMPTOM,NGỨA NGÁY
SUY NGHĨ NHIỀU,HAS_SYMPTOM,LO ÂU
TĂNG HUYẾT ÁP,HAS_SYMPTOM,RỐI LOẠN LIPID MÁU
DỊ ỨNG,HAS_SYMPTOM,PHẾ QUẢN
TIỂU ĐƯỜNG,HAS_SYMPTOM,HUYẾT ÁP
VIÊM XOANG,HAS_SYMPTOM,TÊ LIỆT DÂY THẦN KINH
MỆT MỎI,HAS_SYMPTOM,SỐT
BONG VẢY,HAS_SYMPTOM,RỐI LOẠN SẮC TỐ DA
PHÙ NỀ,HAS_SYMPTOM,BONG VẢY
BỊ BỆNH LÝ,HAS_SYMPTOM,COVID
TÁI PHÁT,HAS_SYMPTOM,NHIỄM TRÙNG
DỊ ỨNG DA,HAS_SYMPTOM,KHÓ THỞ
TRIỆU CHỨNG,HAS_SYMPTOM,NỔI MẨN NGỨA DA
ANG,HAS_SYMPTOM,CẢM CÚM
MỜ MẮT,HAS_SYMPTOM,COVID
MẨN ĐỎ,HAS_SYMPTOM,COVID
CĂNG THẲNG,HAS_SYMPTOM,HUYẾT ÁP
VIRURS,HAS_SYMPTOM,HERPES SIMPLEX
VIÊM DA,HAS_SYMPTOM,VIRURS
BỆNH LÝ,HAS_SYMPTOM,TỔN THƯƠNG DA
DỊ ỨNG,HAS_SYMPTOM,VIÊM DA DẦU
BỆNH LÝ NỀN,HAS_SYMPTOM,VIÊM DA CƠ ĐỊA
VIÊM DA DẦU,HAS_SYMPTOM,VIÊM DA CƠ ĐỊA
ĐAU,HAS_SYMPTOM,ĐAU MỎI CƠ
VI KHUẨN,HAS_SYMPTOM,VIÊM CẦU
TĂNG HUYẾT ÁP,HAS_SYMPTOM,VẨY NẾN
LOẠN NHỊP TIM,HAS_SYMPTOM,HẠ MEN GAN
BỆNH LÝ,HAS_SYMPTOM,COVID
BỆNH NỀN,HAS_SYMPTOM,MÃN TÍNH
THIẾU MÁU CỤC BỘ,HAS_SYMPTOM,THIẾU MÁU NÃO
ĐAU NHỨC ĐẦU,HAS_SYMPTOM,SUY GIẢM TRÍ NHỚ
HOA MẮT,HAS_SYMPTOM,RỐI LOẠN GIẤC NGỦ
ĐAU QUẶN BỤNG,HAS_SYMPTOM,ĐAU
MỀ ĐAY,HAS_SYMPTOM,DỊ ỨNG
BỆNH NỀN,HAS_SYMPTOM,THALASSEMIA
RỐI LOẠN GEN,HAS_SYMPTOM,COVID
NỔI MỀ ĐAY,HAS_SYMPTOM,KHÓ THỞ
MỀ ĐAY,HAS_SYMPTOM,RỐI LOẠN VỀ TRI GIÁC
MÃN TÍNH,HAS_SYMPTOM,ALZHEIMER
NÔN MỬA,HAS_SYMPTOM,COVID
TỤ MÁU,HAS_SYMPTOM,VIÊM
TỤ MÁU CỤC,HAS_SYMPTOM,SƯNG
VIÊM DA CƠ ĐỊA,HAS_SYMPTOM,VIÊM MŨI DỊ ỨNG
MẤT NGỦ,HAS_SYMPTOM,TRIỆU CHỨNG
THIẾU MÁU NÃO,HAS_SYMPTOM,TIỀN ĐÌNH
CẢM NHIỄM,HAS_SYMPTOM,SIÊU VI
BỊ BỆNH,HAS_SYMPTOM,LUPUS
SIÊU VI B,HAS_SYMPTOM,TỤT HUYẾT ÁP
BỆNH TẬT,HAS_SYMPTOM,CHẬM PHÁT TRIỂN
CAO HUYẾT ÁP,HAS_SYMPTOM,MỠ ĐỘ 2
